attr_id,title,description,country,currency
961,Spain Consumer Price Index (CPI) YoY,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Spain,EUR
962,Spain Current Account,"The Current Account index measures the difference in value between exported and imported goods, services and interest payments during the reported month. The goods portion is the same as the monthly Trade Balance figureA higher than expected reading should be taken as positive/bullish for the EUR , while a lower than expected reading should be taken as negative/bearish for the EUR.",Spain,EUR
965,Spain Gross Domestic Product (GDP) YoY,Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy''s health. A stronger than expected number should be taken as positive for the EUR and a lower than expected number as negative to the EUR. This is the final reading,Spain,EUR
967,Spain Harmonised Index of Consumer Prices (HICP) MoM,"Harmonised Index of Consumer Prices, is the same as CPI, but with a joint basket of products for all Eurozone member countries. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Spain,EUR
968,Spain Harmonised Index of Consumer Prices (HICP) YoY,"Harmonised Index of Consumer Prices, is the same as CPI, but with a joint basket of products for all Eurozone member countries. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Spain,EUR
969,Russia Central Bank Reserves (USD),"Foreign Exchange Reserves are the foreign assets held or controlled by the country central bank. The reserves are made of gold or a specific currency. They can also be special drawing rights and marketable securities denominated in foreign currencies like treasury bills, government bonds, corporate bonds and equities and foreign currency loans. A higher than expected number should be taken as positive to the RUB, while a lower than expected number as negative",Russian Federation,RUB
970,Russia Gross Domestic Product (GDP) Quarterly YoY,Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy''s health. A stronger than expected number should be taken as positive for the RUB and a lower than expected number as negative to the RUB. This is the preliminary reading,Russian Federation,RUB
971,Russia Producer Price Index (PPI) MoM,"The Producer Price Index (PPI) measures average changes in prices received by domestic producers for their output. It is a leading indicator of consumer price inflation, which accounts for the majority of overall inflation. Usually a rise in PPI will lead in a short time to a rise in CPI and therefore to a rising interest rates and rising currency. during recession, the producers are not able to roll over the rising cost of material to the consumer, so a rise in PPI will not be rolled over to the consumer but will lower the profitablility of the producer and will deepen the recession, that will lead to a fall in local currency.",Russian Federation,RUB
972,Russia Producer Price Index (PPI) YoY,"The Producer Price Index (PPI) measures average changes in prices received by domestic producers for their output. It is a leading indicator of consumer price inflation, which accounts for the majority of overall inflation. Usually a rise in PPI will lead in a short time to a rise in CPI and therefore to a rising interest rates and rising currency. during recession, the producers are not able to roll over the rising cost of material to the consumer, so a rise in PPI will not be rolled over to the consumer but will lower the profitablility of the producer and will deepen the recession, that will lead to a fall in local currency.",Russian Federation,RUB
973,India Consumer Price Index (CPI) YoY,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",India,INR
974,India Current Account (USD) QoQ,"Current account is the international flow of money for purposes other than investments. It offers a broad picture of how an economy is managing its finances with the rest of the world. If a country has a deficit in its current account it means that it has a saving deficit. The country is living above its means and is gradually becoming indebted to the world. The current account consists of the net total of:\n- (BOP) TRADE BALANCE: Export f.o.b. less Imports c.i.f.\n- (BOP) GENERAL GOVERNMENT: This covers all government current expenditure and receipts not appropriated to trade balance or to other transactions.\n- (BOP) TRANSPORT: Sea Transport and Civil Aviation: Receipts and payments for passenger fares, freight, charter hire, passage money, oil bunkers, airport charges and other disbursements.\n- (BOP) TRAVEL: The net value of Personal expenditure from tourism.\n- (BOP) FINANCIALS AND OTHER SERVICES\n- (BOP) INTEREST, PROFITS, AND DIVIDENDS\n- (BOP) TRANSFERS\nA higher than expected reading should be taken as positive/bullish for the INR, while a lower than expected reading should be taken as negative/bearish for the INR.",India,INR
975,India Foreign Debt (USD),"The portion of a country's debt that was borrowed from foreign lenders including commercial banks, governments or international financial institutions. A lower than expected number should be taken as positive to the INR, while a higher than expected number as negative.",India,INR
976,India Exports (USD),"The exports figure provides the total US dollar amount of merchandise exports on an f.o.b. (free on board) basis.. A higher than expected number should be taken as positive to the INR, while a lower than expected number as negative",India,INR
977,India Gross Domestic Product (GDP) Annual,Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy''s health. A stronger than expected number should be taken as positive for the INR and a lower than expected number as negative to the INR.,India,INR
978,India Imports (USD),"The Imports number measures any good or service brought into India from another country in a legitimate fashion, typically for use in trade. Import goods or services are provided to domestic consumers by foreign producers. A lower than expected number should be taken as positive to the INR, while a higher than expected number as negative",India,INR
980,India Reverse REPO Rate,Reverse Repo rate is the rate at which Reserve Bank of India (RBI) borrows money from banks. Banks are always happy to lend money to RBI since their money are in safe hands with a good interest. An increase in Reverse repo rate can cause the banks to transfer more funds to RBI due to this attractive interest rates. It can cause the money to be drawn out of the banking system. A surprise cut in reverse REPO rates will be extremely dovish for the INR while a surprise hike will be extremely bullish.,India,INR
981,India Wholesale Price Index (WPI) Fuel YoY,The WPI index that measures and tracks the changes in price of all fuel related goods in the stages before the retail level.,India,INR
982,India Wholesale Price Index (WPI) Food YoY,The WPI index that measures and tracks the changes in price of all food related goods in the stages before the retail level.,India,INR
983,India Wholesale Price Index (WPI) Manufacturing Inflation YoY,The WPI index that measures and tracks the changes in price of all manufacturing related goods in the stages before the retail level.,India,INR
984,Japan Tankan Large Non-Manufacturers Diffusion Index,"Tankan Business Conditions survey sent to enterprises whom are asked to choose one alternative among three as the best descriptor of prevailing conditions, The alternatives are, (1) Favorable (2) Not so favorable (3) Unfavorable. The survey is sent to thousands of companies and released sorted by the company's size and sector (Manufacturing and Services). A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
985,Japan Tankan Small Non-Manufacturing Index,"Tankan Business Conditions survey sent to enterprises whom are asked to choose one alternative among three as the best descriptor of prevailing conditions, The alternatives are, (1) Favorable (2) Not so favorable (3) Unfavorable. The survey is sent to thousands of companies and released sorted by the company's size and sector (Manufacturing and Services). A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
986,Japan Tankan Small Manufacturing Index,"Tankan Business Conditions survey sent to enterprises whom are asked to choose one alternative among three as the best descriptor of prevailing conditions, The alternatives are, (1) Favorable (2) Not so favorable (3) Unfavorable. The survey is sent to thousands of companies and released sorted by the company's size and sector (Manufacturing and Services). A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
987,Japan Foreign Bonds Buying,"Foreign Bonds Buying number measures the flow from the public sector excluding Bank of Japan. The Net data shows the difference of capital inflow and outflow. A positive difference indicates net sales of foreign securities by residents (capital inflow), and a negative difference indicates net purchases of foreign securities by residents (capital outflow). A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
989,Japan Capacity Utilization MoM,"Capacity utilization is a concept in economics and managerial accounting which refers to the extent to which an enterprise or a nation actually uses its installed productive capacity. Thus, it refers to the relationship between actual output that 'is' actually produced with the installed equipment, and the potential output which 'could' be produced with it, if capacity was fully used. A rull of thumb is, when capacity utilization is stable above 80%, in most cases rates will start going up. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative",Japan,JPY
990,Japan Producer Price Index (PPI) MoM,"The Corporate Goods Price Index measures the price movement of domestically-produced and domestically-used goods with sample prices, collected either from the producer or wholesaler of these goods. (was WPI before).",Japan,JPY
991,Japan Construction Orders YoY,"Construction Orders number checks with 50 representative construction companies in Japan as subjects, the survey uses mail questionnaires to collect the information. The survey data are used to tabulate: amount of orders received (separately for investors and construction type); completed work amount in a month; amount of unfinished construction at the end of the month; and remaining orders received in terms of the number of months. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
992,Japan National Consumer Price Index (CPI) YoY,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Japan,JPY
993,Japan Tokyo Consumer Price Index (CPI) YoY,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer at the metropolitan area of Tokyo. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Japan,JPY
994,Japan Current Account n.s.a.,"The Current Account index measures the difference in value between exported and imported goods, services and interest payments during the reported month. The goods portion is the same as the monthly Trade Balance figureA higher than expected reading should be taken as positive/bullish for the JPY , while a lower than expected reading should be taken as negative/bearish for the JPY",Japan,JPY
995,Japan Exports YoY,"This Exports number provides the total US dollar amount of merchandise exports on an f.o.b. (free on board) basis.. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative",Japan,JPY
996,Japan Imports YoY,"An import is any good or service brought into one country from another country in a legitimate fashion, typically for use in trade. Import goods or services are provided to domestic consumers by foreign producers. A lower than expected number should be taken as positive to the JPY while a higher than expected number as negative",Japan,JPY
999,Japan Industrial Production Forecast 1m Ahead MoM,"Industrial Production Index is an economic indicator that measures changes in output for the manufacturing, mining, and utilities. Although these sectors contribute only a small portion of GDP, they are highly sensitive to interest rates and consumer demand. This makes Industrial Production an important tool for forecasting future GDP and economic performance. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1000,Japan Industrial Production Forecast 2m Ahead MoM,"Industrial Production Index is an economic indicator that measures changes in output for the manufacturing, mining, and utilities. Although these sectors contribute only a small portion of GDP, they are highly sensitive to interest rates and consumer demand. This makes Industrial Production an important tool for forecasting future GDP and economic performance. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1001,Japan Jobs/applications ratio,"The jobs/applications ratio measures the ratio between job applications and actual jobs. This is an indicator of the health of employment in the economy. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1003,Japan Core Machinery Orders YoY,"New orders measure the value of orders received in a given period of time. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1004,Japan FX Reserves (USD),"Official reserve assets comprises foreign currency reserves, IMF reserve position, SDRs and gold. A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1005,Japan Trade Balance,"The Trade Balance measures the difference in value between imported and exported goods and services over the reported period. A positive number indicates that more goods and services were exported than imported.A higher than expected reading should be taken as positive/bullish for the JPY , while a lower than expected reading should be taken as negative/bearish for the JPY Anyways.",Japan,JPY
1006,Japan Tankan Small Manufacturers Diffusion Index,"Tankan Business Conditions survey sent to enterprises whom are asked to choose one alternative among three as the best descriptor of prevailing conditions, The alternatives are, (1) Favorable (2) Not so favorable (3) Unfavorable. The survey is sent to thousands of companies and released sorted by the company's size and sector (Manufacturing and Services). A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1007,Japan Tankan Small Non-Manufacturers Diffusion Index,"Tankan Business Conditions survey sent to enterprises whom are asked to choose one alternative among three as the best descriptor of prevailing conditions, The alternatives are, (1) Favorable (2) Not so favorable (3) Unfavorable. The survey is sent to thousands of companies and released sorted by the company's size and sector (Manufacturing and Services). A higher than expected number should be taken as positive to the JPY, while a lower than expected number as negative.",Japan,JPY
1008,Australia Building Capital Expenditure MoM,"The Building Capital Expenditures survey aims to measure the value of new capital expenditure by private businesses in Australia on buildings and structures. A higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1009,National Australia Bank Business Survey,"Business confidence is a measure of respondents expectations of business conditions in their industry for the upcoming period. Business conditions is a simple average of trading, profitability and employment indices, reported by respondents for their company. A higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1010,Australia Consumer Price Index (CPI) Index Number,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Australia,AUD
1011,Australia Consumer Price Index (CPI) YoY,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Australia,AUD
1012,Australia Export Price Index QoQ,"The export prices number tracks price changes of goods. The figure is used to determine whether a change in the headline Export figure is representative of an increase of goods sold to foreign nations or just an increase in the price of export goods. The headline figure is the percentage change in the index from either the previous month or year. A higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1013,Australia Gross Domestic Product (GDP) YoY,Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy''s health. A stronger than expected number should be taken as positive for the AUD and a lower than expected number as negative to the AUD.,Australia,AUD
1014,Australia Business Inventories MoM,"Total business inventories are defined as the amount of goods kept by retailers, wholesalers and manufacturers in the stockrooms. Too much inventories can cause economic downturn. However, a certain level is necessary to be able to continue production and sell goods. A lower than expected number should be taken as positive to the AUD, while a higher than expected number as negative.",Australia,AUD
1015,Australia Plant/Machinery Capital Expenditure QoQ,"The Plant/Machinery Capital expenditures survey measures the value of new capital expenditure by private businesses in Australia.Private households and public sector businesses are outside the scope of the survey. A higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1016,Australia Weighted Mean Consumer Price Index (CPI) QoQ,"The Weighted mean is calculated using the quarterly price changes of all CPI components, with the annual rates based on compounded quarterly calculations.",Australia,AUD
1017,Australia Trimmed Mean Consumer Price Index (CPI) YoY,"The Weighted mean is calculated using the quarterly price changes of all CPI components, with the annual rates based on compounded quarterly calculations.",Australia,AUD
1018,Australia Weighted Mean Consumer Price Index (CPI) YoY,"The Weighted mean is calculated using the quarterly price changes of all CPI components, with the annual rates based on compounded quarterly calculations.",Australia,AUD
1019,Australia Wage Price Index YoY,"Wage Price Index measures the rate of increase in wages and salaries as measured by the Average Earnings Index. A higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1020,Canada Core Consumer Price Index (CPI) YoY,"The Consumer Price Index (CPI) measures the change in the price of goods and services from the perspective of the consumer excluding foos and energy, wom prices tend to be very volatile. It is a key way to measure changes in purchasing trends and inflation. The impact on the currency may go both ways, a rise in CPI may lead to a rise in interest rates and a rise in local currency, on the other hand, during recession, a rise in CPI may lead to a deepened recession and therefore a fall in local currency.",Canada,CAD
1021,Canada Full Employment Change,"Full Employment Change is the change in employment of full-time employees. A higher than expected number should be taken as positive for the CAD, while a lower than expected number is viewed as negative.",Canada,CAD
1022,Canada Part Time Employment Change,"Part Time Employment Change is the change in employment of part-time employees.A higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Canada,CAD
1023,Canada Exports,"The exports number provides the total US dollar amount of merchandise exports on an f.o.b. (free on board) basis. A higher than expected number should be taken as positive to the CAD, while a lower than expected number as negative",Canada,CAD
1024,Canada Gross Domestic Product (GDP) QoQ,Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy''s health. A stronger than expected number should be taken as positive for the CAD and a lower than expected number as negative to the CAD.,Canada,CAD
1025,Canada Gross Domestic Product (GDP) Annualized QoQ,Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy''s health. A stronger than expected number should be taken as positive for the CAD and a lower than expected number as negative to the CAD.,Canada,CAD
1026,Canada Imports,"The Imports number measures any good or service brought into one country from another country in a legitimate fashion, typically for use in trade. Import goods or services are provided to domestic consumers by foreign producers. A lower than expected number should be taken as positive to the CAD, while a higher than expected number as negative",Canada,CAD
1028,Foreign Securities Purchases by Canadians,"Foreign Securities Purchases by Canadians is a set of accounts recording all economic transactions between the residents of the country and the rest of the world in a given period of time. A high number indicates currency outflow (residents buy foreign securities, therefore change their CADs to the foreign currecny), therefor a higher than expected number would be dovish for the CAD, while a lower than expected number would be bullish.",Canada,CAD
1029,Canada Manufacturing Purchasing Managers Index (PMI),"The Index (PMI) measures the activity level of purchasing managers in the services sector. A reading above 50 indicates expansion in the manufacturing sector; a reading below 50 indicates contraction.\r\nA higher than expected reading should be taken as positive/bullish for the CAD , while a lower than expected reading should be taken as negative/bearish for the CAD.",Canada,CAD
1030,Canada Raw Materials Price Index (RMPI) YoY,"The Raw Materials Price Index reflects the prices paid by Canadian manufacturers for key raw materials. Unlike the industrial product price index, the RMPI includes goods that are not produced in Canada. The imapct on the CAD may go both ways.",Canada,CAD
1031,U.K. Average Earnings ex Bonus,The Average Earnings Index is an indicator of inflationary pressures emanating from the labour market. The effect of a higher or lower figure than expected can be both bullish or bearish.,United Kingdom,GBP
1032,German Bundesbank President Weidmann Speaks,"Deutsche Bundesbank (Buba) president Jens Weidmann is to speak. As president of the Bundesbank and a member of the ECB, which controls key short term interest rates, Weidmann has some influence over the EUR value.\r\n\r\nHis comments may determine a short-term positive or negative trend.",Germany,EUR
1033,Bank of Canada Governor Poloz Speaks,"Bank of Canada (BOC) Governor Stephen Poloz (June 2013 - June 2020) is to speak. As head of the BOC's Governing Council, which controls key short term interest rates, Poloz has more influence over the Canadian dollar's value than any other person. Traders scrutinize his public engagements for clues regarding future monetary policy.\r\n\r\nHis comments may determine a short-term positive or negative trend.",Canada,CAD
1034,Bank of England Governor Carney Speaks,"Bank of England (BOE) Governor Mark Carney (July 2013 - June 2021) is to speak. As head of the BOE's Monetary Policy Committee (MPC) which controls short term interest rates, Carney has more influence over sterling's value than any other person. Traders scrutinize his public engagements for clues regarding future monetary policy.\r\n\r\nHis comments may spark a short-term positive or negative trend.",United Kingdom,GBP
1036,Germany ZEW Current Conditions,"This survey summarizes the net percentage of positive and negative responses regarding the expectations for economic growth in the next 6 months, as given by financial analysts from banks, insurance companies and large industrial enterprises. For example, if 50% believe that the economic situation will improve and 20% believe it will get worse, the result will be +30.   \r\nThe survey deals with the markets of Germany, the USA, Japan, Great Britain, France, Italy and other EU countries. \r\nA reading that is stronger than forecast is generally supportive (bullish) for the Euro, while a weaker than forecast reading is generally negative (bearish) for the Euro.",Germany,EUR
1037,U.S. 5-Year TIPS Auction,"The U.S. Treasury has been issuing Treasury Inflation-Protected Securities (TIPS) since 1997. TIPS provide investors with protection against inflation: the principal of the TIPS increases with inflation and decreases with deflation. \r\nThe Treasury sells these securities at regularly scheduled auctions. Competitive bids at these single-price auctions determine the interest rate paid on each issue, which remains fixed.",United States,USD
1038,U.S. 10-Year TIPS Auction,"The U.S. Treasury has been issuing Treasury Inflation-Protected Securities (TIPS) since 1997. TIPS provide investors with protection against inflation: the principal of the TIPS increases with inflation and decreases with deflation. \r\nThe Treasury sells these securities at regularly scheduled auctions. Competitive bids at these single-price auctions determine the interest rate paid on each issue, which remains fixed.",United States,USD
1039,U.S. 20-Year TIPS Auction,"The U.S. Treasury has been issuing Treasury Inflation-Protected Securities (TIPS) since 1997. TIPS provide investors with protection against inflation: the principal of the TIPS increases with inflation and decreases with deflation. \r\nThe Treasury sells these securities at regularly scheduled auctions. Competitive bids at these single-price auctions determine the interest rate paid on each issue, which remains fixed.",United States,USD
1040,U.S. 30-Year TIPS Auction,"The U.S. Treasury has been issuing Treasury Inflation-Protected Securities (TIPS) since 1997. TIPS provide investors with protection against inflation: the principal of the TIPS increases with inflation and decreases with deflation. \r\nThe Treasury sells these securities at regularly scheduled auctions. Competitive bids at these single-price auctions determine the interest rate paid on each issue, which remains fixed.",United States,USD
1041,U.S. Jobless Claims 4-Week Avg.,"Initial Jobless Claims measures the number of individuals who filed for unemployment insurance for the first time during the past week.As the week to week numbers might be very volatile, the four week moving average smooths the weekly data and used for the initial jobless claims metricA higher than expected reading should be taken as negative/bearish for the USD, while a lower than expected reading should be taken as positive/bullish for the USD.",United States,USD
1042,U.S. MBA 30-Year Mortgage Rate,Fixed 30-year mortgage lending rates for 80% loan-to-value mortgage (source by MBA).,United States,USD
1046,U.S. ISM Manufacturing Employment,"The Institute of Supply Management (ISM) Manufacturing Purchasing Managers Index (PMI) Report on Business is based on data compiled from monthly replies to questions asked of purchasing and supply executives in over 400 industrial companies. For each of the indicators measured (New Orders, Backlog of Orders, New Export Orders, Imports, Production, Supplier Deliveries, Inventories, Customers Inventories, Employment, and Prices), this report shows the percentage reporting each response, the net difference between the number of responses in the positive economic direction and the negative economic direction and the diffusion index. Responses are raw data and are never changed. The diffusion index includes the percent of positive responses plus one-half of those responding the same (considered positive). The resulting single index number is then seasonally adjusted to allow for the effects of repetitive intra-year variations resulting primarily from normal differences in weather conditions, various institutional arrangements, and differences attributable to non-moveable holidays. All seasonal adjustment factors are supplied by the U.S. Department of Commerce and are subject annually to relatively minor changes when conditions warrant them. The PMI is a composite index based on the seasonally adjusted diffusion indices for five of the indicators with varying weights: New Orders --30% Production --25% Employment --20% Supplier Deliveries --15% and Inventories -- 10%. A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD.",United States,USD
1047,U.S. Goods Orders Non Defense Ex Air MoM,"Manufacturers new orders for nondefense capital goods excluding aircrafts. Nondefense capital goods include among other things: small arms; farm machinery and equipment; construction machinery;  turbines, generators and other power transmission equipment; electronic computers; communications equipment; heavy duty trucks; office and institutional furniture; and medical materials and supplies. \r\nThe Manufacturers Shipments, Inventories, and Orders survey provides broad- based, monthly statistical data on economic conditions in the domestic manufacturing sector. \r\nA reading that is stronger than forecast is generally supportive (bullish) for the USD, while a weaker than forecast reading is generally negative (bearish) for the USD.",United States,USD
1048,U.S. ISM Non-Manufacturing Employment,"The Institute of Supply Management (ISM) Non-Manufacturing Purchasing Managers' Index (PMI) (also known as the ISM Services PMI) report on Business, a composite index is calculated as an indicator of the overall economic condition for the non-manufacturing sector. The NMI is a composite index based on the diffusion indexes for four of the indicators with equal weights: Business Activity (seasonally adjusted), New Orders (seasonally adjusted), Employment (seasonally adjusted) and Supplier Deliveries. A reading above 50 percent indicates the non-manufacturing sector economy is generally expanding; below 50 percent indicates the non-manufacturing sector is generally contracting. The Non-Manufacturing ISM Report on Business is based on data compiled from monthly replies to questions asked of more than 370 purchasing and supply executives in over 62 different industries representing nine divisions from the Standard Industrial Classification (SIC) categories. Membership of the Business Survey Committee is diversified by SIC category and is based on each industry contribution to Gross Domestic Product (GDP). A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD.",United States,USD
1049,U.S. ISM Non-Manufacturing Prices,"The Institute of Supply Management (ISM) Non-Manufacturing Purchasing Managers' Index (PMI) (also known as the ISM Services PMI) report on Business, a composite index is calculated as an indicator of the overall economic condition for the non-manufacturing sector. The NMI is a composite index based on the diffusion indexes for four of the indicators with equal weights: Business Activity (seasonally adjusted), New Orders (seasonally adjusted), Employment (seasonally adjusted) and Supplier Deliveries. A reading above 50 percent indicates the non-manufacturing sector economy is generally expanding; below 50 percent indicates the non-manufacturing sector is generally contracting. The Non-Manufacturing ISM Report on Business is based on data compiled from monthly replies to questions asked of more than 370 purchasing and supply executives in over 62 different industries representing nine divisions from the Standard Industrial Classification (SIC) categories. Membership of the Business Survey Committee is diversified by SIC category and is based on each industry contribution to Gross Domestic Product (GDP). A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD.",United States,USD
1050,U.S. ISM Non-Manufacturing New Orders,"The Institute of Supply Management (ISM) Non-Manufacturing Purchasing Managers' Index (PMI) (also known as the ISM Services PMI) report on Business, a composite index is calculated as an indicator of the overall economic condition for the non-manufacturing sector. The NMI is a composite index based on the diffusion indexes for four of the indicators with equal weights: Business Activity (seasonally adjusted), New Orders (seasonally adjusted), Employment (seasonally adjusted) and Supplier Deliveries. A reading above 50 percent indicates the non-manufacturing sector economy is generally expanding; below 50 percent indicates the non-manufacturing sector is generally contracting. The Non-Manufacturing ISM Report on Business is based on data compiled from monthly replies to questions asked of more than 370 purchasing and supply executives in over 62 different industries representing nine divisions from the Standard Industrial Classification (SIC) categories. Membership of the Business Survey Committee is diversified by SIC category and is based on each industry contribution to Gross Domestic Product (GDP). A higher than expected reading should be taken as positive/bullish for the USD, while a lower than expected reading should be taken as negative/bearish for the USD.",United States,USD
1051,Australia Participation Rate,"The participation rate is an important indicator of the supply of labour. It measures the share of the working-age population either working or looking for work. The number of people who are no longer actively searching for work would not be included in the participation rate. \r\nA reading that is stronger than forecast is generally supportive (bullish) for the AUD, while a weaker than forecast reading is generally negative (bearish) for the AUD.",Australia,AUD
1052,Australia Full Employment Change,"Full employment describes a situation in which all available labor resources are being used in the most economically efficient way. Economists usually define it as the acceptable level of unemployment above 0%. This means that the unemployment rate is frictional and results from workers who are in between jobs and are still part of the labor force. \r\nA reading that is stronger than forecast is generally supportive (bullish) for the AUD, while a weaker than forecast reading is generally negative (bearish) for the AUD.",Australia,AUD
1053,Japan Gross Domestic Product (GDP) YoY,"Gross Domestic Product (GDP) measures the annualized change in the inflation-adjusted value of all goods and services produced by the economy. It is the broadest measure of economic activity and the primary indicator of the economy's health. A higher than expected reading should be taken as positive/bullish for the JPY, while a lower than expected reading should be taken as negative/bearish for the JPY.",Japan,JPY
1054,Eurozone Current Account n.s.a.,"The Current Account index measures the difference in value between exported and imported goods, services and interest payments during the reported month. The goods portion is the same as the monthly Trade Balance figure. Because foreigners must buy the domestic currency to pay for the exports the data can have a sizable affect on the Euro. \r\nA higher than expected reading should be taken as positive/bullish for the Euro, while a lower than expected reading should be taken as negative/bearish for the Euro.",Europe,EUR
1055,Australia Exports MoM,"Exports of goods and services consist of transactions in goods and services (sales, barter, gifts or grants) from residents to non-residents. Exports free on board (f.o.b.) and imports cost insurance freight (c.i.f.) are, in general, customs statistics reported under the general trade statistics according to the recommendations of the UN International Trade Statistics. \r\n\r\nA higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1056,Australia Imports MoM,"Exports free on board (f.o.b.) and Imports cost insurance freight (c.i.f.) are, in general, customs statistics reported under the general trade statistics according to the recommendations of the UN International Trade Statistics. For some countries Imports are reported as f.o.b. instead of c.i.f. which is generally accepted. When reporting Imports as f.o.b. you will have the effect of reducing the value of Imports by the amount of the cost of insurance and freight.\r\n\r\nA higher than expected number should be taken as positive to the AUD, while a lower than expected number as negative.",Australia,AUD
1057,U.S. JOLTS Job Openings,"A survey done by the US Bureau of Labor Statistics to help measure job vacancies. It collects data from employers about their businesses' employment, job openings, recruitment, hires and separations. \nJOLTS defines Job Openings as all positions that are open (not filled) on the last business day of the month. A job is ""open"" only if it meets all three of the following conditions: \n1. A specific position exists and there is work available for that position. \n2. The job could start within 30 days, whether or not the establishment finds a suitable candidate during that time. \n3. There is active recruiting for workers from outside the establishment location that has the opening. \nA reading that is stronger than forecast is generally supportive (bullish) for the USD,  while a weaker than forecast reading is generally negative (bearish) for the USD.",United States,USD
